sample	Capillary Aerocyte	Capillary	IGSF21+ Dendritic	Myeloid Dendritic Type 1	Plasmacytoid Dendritic	Myeloid Dendritic Type 2	B	EREG+ Dendritic	Macrophage	CD8+ Naive T	CD4+ Naive T	CD4+ Memory/Effector T	Vein	Artery	Pericyte	Vascular Smooth Muscle	Club	Mucous	Alveolar Epithelial Type 2	Basal	Lymphatic	Proliferating Macrophage	CD8+ Memory/Effector T	Proliferating NK/T	Natural Killer T	Natural Killer	Basophil/Mast 1	Classical Monocyte	Nonclassical Monocyte	Airway Smooth Muscle	Ciliated	Alveolar Fibroblast	Myofibroblast	Adventitial Fibroblast	Alveolar Epithelial Type 1	Platelet/Megakaryocyte	TREM2+ Dendritic	Differentiating Basal	Proliferating Basal	Plasma	Bronchial Vessel 2	Bronchial Vessel 1
GTEX.14PJ4.0626.SM.6AJBS	0.035164777	0.151499585	0.009308345	0	0	0	0	0	0	0	0	0	0	0	0.31019462	0.082779106	0	6.19E-05	0.020420387	0	0.001733584	0.005266536	0	0	0	0	0	0	0	0	0.03387261	0.192488476	0	0.00136565	0.128547211	0.026627175	0	0	0	0.000670063	0	0
GTEX.14PJ5.0226.SM.5YY99	0.024592953	0.125220623	0.011080305	0	0	0	0	0	0	0	0	0	0	0.001443318	0.274379529	0.027900644	0	0	0.055160688	0	0.00333826	0.001987984	0	0	0	0	0	0	0	0	0.000145479	0.302505438	0	0.000435956	0.1619053	0.006523092	0.003317782	0	8.74E-07	6.18E-05	0	0
GTEX.14PJM.0926.SM.6AJ9Y	0.089705074	0.28138331	0.007313941	0	0	0	0	0	0	0	0	0	0	0	0.172305679	0	0	0	0.055570488	0	0	0.005130063	0	0	0	0	0	0	0	0	0	0.271521755	0	0	0.101538084	0.011279196	0.00425241	0	0	0	0	0
GTEX.14PJO.0926.SM.686YT	0.01670719	0.209117328	0	0	0	0	0	0	0	0	0	0	0	0.001273084	0.312672014	0.05672403	0	0	0	0	0.017099208	0	0	0.000305714	0	0	0	0	0	0	0.042581613	0.268423662	0	0.02095277	0.036413275	0.011914607	6.73E-05	0	0.005274211	0.000473972	0	0
GTEX.14PK6.0326.SM.6AJ9S	0.16031646	0.217555131	0	0	0	0	0	0	0	0	0	0	0	0	0.311172628	0.000845446	0	0	0.036942234	0	0	0.010764279	0	0	0	0	0	0	0	0	0.001089977	0.16583319	0	0	0.065128144	0.028918329	0.001434183	0	0	0	0	0
GTEX.14PQA.1126.SM.7KUM4	0.049460354	0.188601603	0	0	0	0	0	0	0	0	0	0	0	0.013485633	0.257708031	0.267601817	0	0	0	0	0.011770605	0.00829567	0	0.024096431	0	0	0	0.000269034	0.002115278	0	0.000932988	0.047737515	0	0.067150791	0.017570821	0.039299146	0	0	0.003732872	0.000171411	0	0
GTEX.14XAO.0526.SM.6AJB7	0.004118213	0.188806027	0	0	0	0	0	0	0	0	0	0	0	0.000833337	0.281783891	0.044644196	0	0	0.000659263	0	0.000288245	0.000729315	0	0	0	0	0	0	0	0	0.09228269	0.242810684	0	0.015100397	0.073968667	0.027475243	0	0	0.013484716	0.00058005	0.012435066	0
GTEX.15CHC.0226.SM.5YYBB	0.010008292	0.230114747	0	0	0	0	0	0	0	0	0	0	0	0	0.208633767	0.066823817	0	3.47E-05	0.045060961	0	0	0.005534876	0	0.002136574	0	0	0	0	0	0	0.029042449	0.306266006	0	0.001196669	0.062302483	0.020201665	0.004894994	0	0.001571841	0.006176168	0	0
GTEX.15CHR.0726.SM.7EPHG	0.060306483	0.314452554	0	0	0	0	0	0	0	0	0	0	0	0	0.282335885	0	0	0	0.028791462	0	0.000296937	0.007323272	0	0.000224516	0	0	0	0	0	0	0.000935923	0.174122091	0	0	0.116958862	0.014143479	0.000102986	0	0	5.55E-06	0	0
GTEX.15D1Q.0526.SM.6AJAY	0.032241062	0.290230772	0	0	0	0	0	0	0	0	0	0	0	0	0.249694903	0.020797705	0	0	0.000199225	0	0.006457369	0.003051717	0	0.00054408	0	0	0	0	0	0	0.002985801	0.296620442	0	0.000487668	0.072459828	0.024228461	0	0	0	9.66E-07	0	0
GTEX.15EOM.5010.SM.7P8PA	0.004467282	0.041669445	0.00873704	0	0	0	0	0	0	0	0	0	0.012599624	0.024097427	0.237380748	0	0	0	0.044619257	0	0.019987982	0.009658557	0	0	0	0	0	0	0	0	0	0.171633579	0	0.017051848	0.265485539	0.03358024	0.008412096	0	0.026523249	0.000118407	0.073977679	0
GTEX.15ER7.0926.SM.7KUMG	0.065962474	0.329369548	0.005042249	0	0	0	0	0	0	0	0	0	0	0.001794974	0.119565921	0.002354821	0	0	0.002499814	0	0.002467917	0.002103673	0	8.71E-06	0	0	0	0	0	0	0.000945623	0.367290689	0	0.006740282	0.049245334	0.012108272	0.003244425	0	0	0.000171143	0.029084127	0
GTEX.15EU6.1226.SM.6AJBE	0.020455556	0.302129553	0	0	0	0	0	0	0	0	0	0	0	0	0.275339512	0.061336776	0	0	0.002292338	0	0.003796316	0.001749618	0	0	0	0	0	0	0	0	0.002953029	0.21346441	0	0	0.081418031	0.026098528	0	0	0.008843412	0.000122921	0	0
GTEX.15FZZ.0326.SM.6M48O	0.087606842	0.151754188	0	0	0	0	0	0	0	0	0	0	0	0	0.256979613	0.035068444	0	0	0.045207392	0	0.008159542	0.009765992	0	0	0	0	0	0	0	0	0.001573453	0.195394297	0	0.047900949	0.087864629	0.023673354	0.009483629	0	0	0.002226841	0.037340834	0
GTEX.15G1A.0426.SM.6M468	0.020104123	0.186928906	0	0	0	0	0	0	0	0	0	0	0	0	0.369668425	0.057778051	0	0	0.008058436	0	0.003935928	0.01942216	0	0	0	0	0	0	0	0	0.002254285	0.175653319	0	0.001832406	0.116047358	0.030709181	0.000146458	0	0.007166982	0.00029398	0	0
GTEX.15RIE.0326.SM.6PAMC	0.007182895	0.258957928	0.006026075	0	0	0	0	0	0	0	0	0	0	0	0.263909981	0.005263803	0	0	0.009416143	0	0.000290446	0.000541665	0	0	0	0	0	0	0	0	0.000446853	0.380782399	0	0	0.051336403	0.015540758	0	0	0.000304649	0	0	0
GTEX.15RJ7.0626.SM.6M47V	0.035528464	0.211186862	0	0	0	0	0	0	0	0	0	0	0	0	0.298219405	0	0	0	0.027211961	0	0.008118457	0.010862683	0	0	0	0	0	0	0	0	0.002953858	0.252667117	0	0.008459137	0.058523984	0.020221494	0.005895076	0	0	0.000963149	0.059188354	0
GTEX.15RJE.1026.SM.6M46X	0.001196941	0.305619462	0.009490669	0	0	0	0	0	0	0	0	0	0	0.039649044	0.28992972	0.102391955	0	0	0	0	0.004372807	0.000123521	0	0.000440596	0	0	0	0	0	0	0.003059095	0.188644386	0	0.000143928	0.033779646	0.02074707	5.77E-05	0	0.000214185	0.000139291	0	0
GTEX.15SB6.0426.SM.6LPJ5	0.014538757	0.186182055	0.006138307	0	0	0	0	0	0	0	0	0	0	0.002977783	0.323253191	0.01276798	0	0	0.006341554	0	0.001615636	0.001637489	0	0.028027651	0	0	0	0.011049567	0	0	0.004587965	0.27795391	0	0	0.055211889	0.042882613	0.014747451	0	0.009567624	0.000518579	0	0
GTEX.15SHV.0326.SM.6M475	0.04526707	0.270387205	0.02572155	0	0	0	0	0	8.02E-05	0	0	0	0	0	0.310976084	0.02892643	0	0	0.062352807	0	0.000356156	0.015813021	0	0	0	0	0	0	0	0	0.019494971	0.094216469	0	0	0.104772246	0.019123219	0.001961855	0	0	0.000550669	0	0
GTEX.15SHW.0926.SM.6LPIO	0.011030374	0.102463597	0	0	0	0	0	0	0	0	0	0	0	0	0.445338314	0.143916842	0	0	0.004208866	0	0.03507309	0.005753576	0	0.038849748	0	0	0	0	0	0	0.009646356	0.125152948	0	0.019756176	0.021187969	0.028995473	0.000451536	0	0.00812767	4.75E-05	0	0
GTEX.15SKB.0826.SM.7KUFB	0.036358309	0.071855492	0.01898056	0	0	0	0	0	0	0	0	0	0	0.066527683	0.22941446	0.14192085	0	0	0	0	0.026449064	0.000516194	0	0	0	0	0	0	0	0	0.014577145	0.347936687	0.01401317	0.019807346	0.002554076	0.005793711	0	0	0.003212269	8.30E-05	0	0
GTEX.15UKP.1926.SM.6LPI9	0.006634752	0.247665638	0	0	0	0	0	0	0	0	0	0	0	0.001631421	0.276483411	0.006653672	0	0	0.011498283	0	0.001697525	0.004291331	0	0.000280634	0	0	7.13E-05	0	0	0	0.018780198	0.212828096	0	0.026435076	0.109936957	0.024859185	7.28E-06	0	0.003382027	0.000287547	0.046575663	0
GTEX.169BO.0226.SM.79OL1	0	0.110884207	0.002396719	0	0	0	0	0	0	0	0	0	0	0.002215587	0.358122126	0.044967009	0	0	0.027256019	0	0.000432506	0.009298578	0	0.000599077	0	0	0	0	0	0	0.009052045	0.36457078	0	0.022319924	0.020779535	0.011063273	0.014673139	0	9.55E-05	0.001274001	0	0
GTEX.16AAH.0426.SM.7DUFM	0.025298831	0.217723032	0	0	0	0	0	0	0	0	0	0	0	0	0.329493623	0.025748706	0	0	0.016740738	0	0	0.012048529	0	0	0	0	0	0	0	0	0.001846226	0.237764996	0	0.0116367	0.087874746	0.03117814	0.001984884	0	0	0.000660848	0	0
GTEX.16GPK.1826.SM.7MGW5	0.040379726	0.091957108	0.016060579	0	0	0	0	0	0	0	0	0	0	0.124078227	0.229657416	0.063959292	0	0	0	0	0.013735703	0	0	0	0	0	0	0	0	0	0	0.356197359	0.008649568	0.014994578	0.032163756	0.00693515	0	0	0.001206991	2.45E-05	0	0
GTEX.16MT8.1026.SM.6LPK1	0.032349156	0.188601117	0.020789285	0	0	0	0	0	0	0	0	0	0	0.003063092	0.166622481	0.062195909	0	0	0.001051887	0	0.010559905	0.004972585	0	0.000100898	0	0	5.68E-06	0	0	0	0.009309498	0.473437692	0.004087847	0.000308188	0.006301559	0.01456081	0	0	0.000112668	0.001569746	0	0
GTEX.16MTA.1226.SM.7KULL	0.077630836	0.040083328	0	0	0	0	0	0	0.000131786	0	0	0	0	0.047257546	0.25095334	0.042063178	0	0.002716711	0.091771735	0	0.003984321	0.033842984	0	0	0	0	0	0	0	0	0.081990445	0.099217581	0.015690805	0.009305986	0.088090512	0.038228499	0.047713409	0.00315824	0.024819443	0.001349316	0	0
GTEX.16NGA.0226.SM.718AI	0.142605266	0.132819246	0	0	0	0	0	0	0	0	0	0	0	0	0.282695265	0.050490548	0	0	0.090136581	0	8.85E-05	0	0	0	0	0	0	0	0	0	0.022009871	0.164394677	0	0	0.086257072	0.023022835	0.005009533	0	0	0.000470586	0	0
GTEX.16XZZ.0926.SM.7DHLI	0.001267957	0.272275954	0.011559445	0	0	0	0	0	0	0	0	0	0	0	0.205739654	0.052244341	0	0	0.049201711	0	2.09E-06	0.006835753	0	0	0	0	0	0	0	0	0	0.175573996	0	0.106728619	0.082588167	0.022198053	0.01133611	0	0	0.002448147	0	0
GTEX.16Z82.1026.SM.6M48A	0.085458445	0.202185203	0.001280554	0	0	0	0	0	0	0	0	0	0	0	0.172026517	0.050975038	0	0	0	0	0.002164444	0.001767168	0	0	0	0	0	0	0	0	0	0.37672513	0	0.010756269	0.043636686	0.026058233	0.001682791	0	0	0.000279204	0.025004317	0
GTEX.178AV.0326.SM.6LPJF	0.017842273	0.186958744	0.008573045	0	0	0	0	0	0	0	0	0	0	0	0.263663651	0.033175194	0	0	0.014757213	0	0.007964294	0.02129559	0	0.010217731	0	0	0	0	0	0	0.003081489	0.296212545	0	0.014737865	0.066535295	0.041869198	0.009199826	0	0.001754026	0.002162017	0	0
GTEX.17EVP.0726.SM.7EWDX	0.080565229	0.29516709	0.012942035	0	0	0	0	0	0	0	0	0	0	0	0.154970164	0.013463779	0	0	0	0	0.002595652	0.00107408	0	0	0	0	0	0	0	0	0	0.325984642	0	0.060934842	0.032813201	0.007872434	0	0	0	0	0.011616852	0
GTEX.17EVQ.1526.SM.79ONG	0.015910239	0.280372777	0	0	0	0	0	0	0	0	0	0	0	0	0.206251334	0.078618024	0	0	0.000893332	0	0.000482391	0.002976355	0	0	0	0	0	0	0	0	0.022853027	0.348668752	0	0	0.020186118	0.018386507	0.004401145	0	0	0	0	0
GTEX.17F96.0626.SM.793CC	0.022682891	0.204015471	0.004041563	0	0	0	0	0	0	0	0	0	0	0	0.282848769	0.004839149	0	0	0.004902391	0	0.000714428	0.006143355	0	0	0	0	0	0	0	0	0	0.331701745	0	0.007675481	0.111828737	0.014816475	0.003645939	0	0	0.000143608	0	0
GTEX.17F98.0226.SM.793BV	0.052230606	0.284577669	0	0	0	0	0	0	0	0	0	0	0	0	0.265433919	0.011633608	0	0	0.047669179	0	0	0.006019574	0	0	0	0	0	0	0	0	0.001720907	0.198851368	0	0	0.114214805	0.017251446	0.00039692	0	0	0	0	0
GTEX.17F9Y.1026.SM.7IGO4	0	0.178926112	0	0	0	0	0	0	0	0	0	0	0.002882811	0.030887591	0.228318716	0.067227814	0	0	0.000520405	0	0.009993701	0.000910877	0	0	0	0	0	0	0	0	0.00077249	0.352469792	0	0.033742827	0.077760851	0.013654808	0	0	0.001725173	0.000206033	0	0
GTEX.17GQL.0726.SM.731BL	0.071282344	0.270043455	0.003041182	0	0	0	0	0	0	0	0	0	0	0	0.265060207	0.072661528	0	0	0.026951407	0	0.00089927	0.003766739	0	0	0	0	0	0	0	0	0.000134455	0.188870137	0	0.000166389	0.072324962	0.023527536	0.000653608	0	0	0.000616779	0	0
GTEX.17HG3.0326.SM.7IGP4	0.204564894	0.468454315	0	0	0	0	0	0	0	0	0	0	0	0	0.249221744	0.026381076	0	0	0.00233034	0	0.005441897	0	0	0.000982923	0	0	0	0	0	0	0.008613433	0	0	0	0.017960161	0.016025492	0	0	2.37E-05	0	0	0
GTEX.17HGU.0926.SM.79OKO	0.009875023	0.141485197	0	0	0	0	0	0	0	0	0	0	0.010611337	0.001712999	0.456874646	0.000533906	0	0	0	0	0.0334881	0.003096852	0	0.005880345	0	0	0	0	0.000367081	0	0.001619662	0.161769011	0	0.145000535	0.003340439	0.020462154	4.24E-05	0	0.00177962	0.002060686	0	0
GTEX.17HHE.0626.SM.7DHL6	0.056002447	0.300064685	0	0	0	0	0	0	0	0	0	0	0	0	0.218590354	0	0	0	0.050690646	0	0	0.000546336	0	0	0	0	0	0	0	0	0	0.243626864	0	0	0.111966997	0.018511671	0	0	0	0	0	0
GTEX.17HII.0926.SM.79ON7	0.015490592	0.292311605	0	0	0	0	0	0	0	0	0	0	0	0	0.223181757	0.167204472	0	0	0	0	0.005807048	0	0	0	0	0	0	0	0	0	0	0.209695094	0	0.007367506	0.056086845	0.022816325	0	0	0	3.88E-05	0	0
GTEX.17JCI.1526.SM.7IGOQ	0.040960643	0.170617185	0	0	0	0	0	0	0	0	0	0	0	0	0.134085299	0.052464828	0	0	0	0	0.00182013	0	0	0	0	0	0	0	0	0	0.004235674	0.442941243	0	0.001241957	0.067126631	0.016754622	0	0	0	0	0.067751787	0
GTEX.17KNJ.0926.SM.7IGP2	0	0.288625334	0	0	0	0	0	0	0	0	0	0	0	0	0.225087182	0.058105582	0	0	0.007509136	0	0.006001995	0.005052146	0	0	0	0	0	0	0	0	0.006318653	0.327004814	0	0.013901255	0.02050497	0.023234704	0.017508875	0	0	0.001145356	0	0
GTEX.17MF6.0826.SM.7LT8F	0.04600255	0.284093707	0.033287022	0	0	0	0	0	0	0	0	0	0.000872723	0	0.190689838	0.046949989	0	0	0	0	0.007964981	0.003199063	0	0	0	0	0	0.006623713	0	0	0.014482107	0.207054385	0	0.04202025	0.015305912	0.037324596	0	0	0	0.000151423	0.063977743	0
GTEX.183FY.0726.SM.793C3	0	0.148332952	0	0	0	0	0	0	0	0	0	0	0	0	0.41342389	0.015542541	0	0	0.012705113	0	0.001243122	0.014355732	0	0.032810169	0	0	0	0	0	0	0.016484006	0.091431375	0	0.018059037	0.159449228	0.039022123	0	0	0.03714071	0	0	0
GTEX.18465.0626.SM.7LT8X	0.102060292	0.17728403	0.009950518	0	0	0	0	0	0	0	0	0	0	0	0.177218197	0.038122255	0	0.000856715	0.009586634	0	0	0.002733	0	0	0	0	0	0	0	0	0.030786978	0.323875544	0	0.032725462	0.07160457	0.015634456	0.007561351	0	0	0	0	0
GTEX.18A66.0926.SM.718BG	0.011363022	0.094797624	0	0	0	0	0	0	0	0	0	0	0	0.002023391	0.32892449	0.088116667	0	0	0.017079504	0	0.00969244	0.00750728	0	0.000485272	0	0	1.21E-05	0	0	0	9.03E-05	0.235309978	0	0.11607924	0.067685741	0.018038665	0	0	0.002706916	8.73E-05	0	0
GTEX.18A67.1126.SM.7KFSB	0.04613788	0.155090629	0.008695013	0	0	0	0	0	0	0	0	0	0	0	0.251662933	0.031791304	0	0.000843062	0.057731928	0	0.000445151	0.015339791	0	0	0	0	0	0	0	0	0.041645408	0.247069948	0	0	0.121874688	0.021672265	0	0	0	0	0	0
GTEX.18A6Q.0826.SM.7KFRD	0.078552569	0.178390378	0	0	0	0	0	0	0	0	0	0	0	0	0.206325306	0.011372433	0	0.000335542	0	0	0	0	0	0	0	0	0	0	0	0	0.030646863	0.415334343	0	0	0.057223544	0.021819022	0	0	0	0	0	0
GTEX.18A7A.1026.SM.7LT8B	0.019625864	0.37492138	0.000801351	0	0	0	0	0	0	0	0	0	0	0	0.183955928	0.015539138	0	0	0.020746219	0	0.000389205	0.00177483	0	0	0	0	0	0	0	0	0.003999579	0.272909149	0	0.001129338	0.083988071	0.015707199	0.004494034	0	0	1.87E-05	0	0
GTEX.18D9A.0226.SM.7KFSJ	0.078722645	0.271303178	0.005716198	0	0	0	0	0	0	0	0	0	0.000978904	0	0.334583858	0.004451579	0	0	0.023131118	0	0.001034737	0.013807855	0	0	0	0	0	0	0	0	0.015197367	0.138848715	0	0.019156083	0.058082782	0.021134421	0.008322423	0	0.004807731	0.000720407	0	0
GTEX.18D9B.1026.SM.CNPO5	0.036532068	0.050369445	0	0	0	0	0	0	0	0	0	0	0.000346467	0.055438221	0.254765604	0.106450431	1.05E-05	0	0.004472451	0	0.010301842	0.001187763	0	0	0	0	0	0	0	0	0.002227809	0.356781557	0.010984948	0.057311205	0.011523993	0.02460423	0.010299206	0	0.00344468	0.0029476	0	0
GTEX.18D9U.0526.SM.72D7C	0.053708849	0.156059122	0.001000819	0	0	0	0	0	0	0	0	0	0	0.010233245	0.338469724	0.040487745	0	0	0.008132184	0	0.005685675	0.004392779	0	0	0	0	0	0	0	0	0.000372605	0.220424175	0	0.024428695	0.096550519	0.027589467	0.002364214	0	0.009081976	0.000175184	0.000843021	0
GTEX.18QFQ.0926.SM.7LG4V	0.018361989	0.145321965	0.000250827	0	0	0	0	0	0	0	0	0	0	0.005373685	0.327986343	0.028107912	0	0	0.128654894	0	0.001489131	0.003977835	0	0	0	0	0	0	0	0	0.006513404	0.133290349	0	0.04400456	0.106425959	0.012926449	0.035141541	0	0.002129222	4.39E-05	0	0
GTEX.1A32A.0726.SM.731D4	0.087966406	0.141531852	0.004707283	0	0	0	0	0	0	0	0	0	0	0	0.256766522	0	0	0	0.029412716	0	0.007069734	0.001828997	0	0	0	0	0	0	0	0	0.082174756	0.217755232	0	0.014951812	0.125324732	0.024746845	0	0	0	0.001666267	0.004096845	0
GTEX.1A3MV.0526.SM.72D5A	0.051174979	0.158889893	0.004560328	0	0	0	0	0	0	0	0	0	0	0	0.291019697	0.029115244	0	0	0.072739015	0	0	0.001997106	0	0	0	0	0	0	0	0	0.013913386	0.210607526	0	0.000439	0.148678436	0.016706374	0	0	0	0.000159016	0	0
GTEX.1A8FM.0826.SM.793D5	0.016168625	0.037418957	0.020026618	0	0	0	0	0	0	0	0	0	0	0	0.090978828	0.019809182	0	6.24E-05	0.00478956	0	0.007618032	0.000568467	0	0	0	0	0	0	0	0	0.075859199	0.427480107	0	0.081716807	0.051088671	0.021249546	0.006518913	0	0	0.004386054	0.134260059	0
GTEX.1A8G6.0726.SM.73KV5	0.060814678	0.195236948	0.035311699	0	0	0	0	0	0	0	0	0	0	0	0.067133154	0.055948997	0	0	0.005982624	0	9.47E-05	0.00397262	0	0	0	0	0	0	0	0	0	0.335098953	0	0.014814749	0.125155177	0.02244785	0.008564024	0	0	0.002048097	0.067375743	0
GTEX.1AX8Z.5010.SM.AHZ33	0.054042956	0.154466727	0.00643061	0	0	0	0	0	0	0	0	0	0.024659917	0.041375388	0.278332434	0.003448398	0	0	0.012687508	0	0.006699546	0.01313608	0	0.002463381	0	0	0	0	0	0	0.005528613	0.185044249	0	0.043675151	0.118502285	0.013282914	0.018007455	0	0.017837921	0.000378468	0	0
GTEX.1AX9I.0826.SM.73KUT	0.11455025	0.047704272	0.025224443	0	0	0	0	0	0	0	0	0	0	0.001903301	0.140103214	0.065493352	0	0	0	0	0.007240641	0	0	0	0	0	0	0	0	0	0.001753581	0.453262427	0	0.101112502	0.039836179	0.000218104	0	0	0	0.001597734	0	0
GTEX.1AX9J.1626.SM.73KUI	0.065384759	0.198196026	0.023608329	0	0	0	0	0	0	0	0	0	0	0.000787397	0.334987801	0.005824409	0	0	0.04935241	0	0.00016461	0.008226289	0	0	0	0	0	0	0	0	0.003159392	0.151412802	0	0	0.135999674	0.021976642	0	0	0	0.00091946	0	0
GTEX.1AX9K.0826.SM.731F9	0.015452062	0.17862083	0	0	0	0	0	0	0	0	0	0	0	0	0.283147937	0.059319343	0	0	0.017890083	0	0.003768405	0.001635338	0	0	0	0	0	0	0	0	0	0.250628257	0	0.115765598	0.049105396	0.005376753	0.017758908	0	0	0.001531089	0	0
GTEX.1AYCT.0726.SM.7IGNG	0.033408192	0.140824449	0.007685269	0	0	0	0	0	0	0	0	0	0	0.00633171	0.298904488	0	0	0	0.010746762	0	0.000483827	0.005419894	0	0	0	0	0	0	0	0	0.002906167	0.19660244	0	0	0.169129904	0.022425404	0.001363575	0	0.009446646	0.000500865	0.093820408	0
GTEX.1AYD5.1226.SM.7EWEP	0.001990828	0.254437688	0.014912009	0	0	0	0	0	0	0	0	0	0	0.00316958	0.20510473	0	0	0	0.006108172	0	0.003450514	0	0	0.005392315	0	0	0	0	0	0	0.000192393	0.479139797	0	0.003498405	0.006190247	0.00951727	0.004674571	0	0.001137847	0.001083634	0	0
GTEX.1B8KZ.0526.SM.73KW2	0.116976742	0.264648492	0.01134293	0	0	0	0	0	0	0	0	0	0	0	0.164869708	0.034482706	0	0.000835096	0.008550148	0	0	0.000488756	0	0	0	0	0	0	0	0	0.059644669	0.257332323	0	0	0.068440051	0.012376491	0	0	0	1.19E-05	0	0
GTEX.1B8L1.0626.SM.7EPHL	0.105895301	0.308881403	0.016603013	0	0	0	0	0	0	0	0	0	0	0	0.081991994	0.036254306	0	0	0.000436463	0	0	0.000382994	0	0	0	0	0	0	0	0	0	0.334868738	0	0.001094391	0.055739704	0.002160906	0.002710187	0	0	0	0.052980599	0
GTEX.1B8SF.0826.SM.73KW8	0.035625585	0.302624154	0	0	0	0	0	0	0	0	0	0	0	0	0.252944289	0.035695526	0	0	0	0	0.002706034	0	0	0	0	0	0	0	0	0	0.000809327	0.248857202	0	0.026344947	0.083561782	0.00722518	0	0	0	0	0.003605974	0
GTEX.1B932.0726.SM.731EY	0.07982467	0.328810866	0	0	0	0	0	0	0	0	0	0	0	0	0.269464776	0.019570475	0	0	0.027309395	0	0	0.011202431	0	0	0	0	0	0	0	0	0.004733644	0.178533105	0	0	0.054869595	0.025661513	1.95E-05	0	0	0	0	0
GTEX.1B933.0926.SM.9OSVH	0.059706742	0.284862448	0.021075679	0	0	0	0	0	0	0	0	0	0	0	0.19387313	0.012444571	0	0	0.000419148	0	0.003550982	0.000140489	0	0	0	0	0	0	0	0	0.000531134	0.30199734	0	0.011223911	0.045272362	0.010235581	0.006196994	0	0	0.000341193	0.048128295	0
GTEX.1B97I.0226.SM.73KVO	0.064094447	0.214651011	0	0	0	0	0	0	0	0	0	0	0	0.002492484	0.297058303	0.064862655	0	0	0.04324449	0	0.002533	0.007911557	0	0	0	0	0	0	0	0	0.000153497	0.107016733	0	0.011622472	0.166361358	0.01692768	0.000915954	0	2.38E-05	0.000130513	0	0
GTEX.1B996.0726.SM.7IGPI	0.000666218	0.303768562	0	0	0	0	0	0	0	0	0	0	0	0	0.150761475	0	0	0.0001938	0.022549539	0	0	0.000991037	0	0	0	0	0	0	0	0	0.003702471	0.231365722	0	0.039171152	0.154947895	0.013892789	0	0	0	0	0.077989339	0
GTEX.1BAJH.1326.SM.7RHFS	0.177918136	0.018172668	0.060944119	0	0	0	0	0	0	0	0	0	0	0.001161816	0.041726649	0.104862188	0	0	0	0	0.012276812	0	0	0.000107855	0	0	0	0	0	0	1.77E-07	0.242307449	0	0.218175998	0.03102968	5.51E-05	0.001721347	0	0	0.00834335	0.081196642	0
GTEX.1C4CL.0826.SM.7EWEZ	0.016693313	0.312037084	0	0	0	0	0	0	0	0	0	0	0	0	0.221151555	0.00772026	0	0	0.020589033	0	0.000771775	0.003522619	0	0	0	0	0	0	0	0	0	0.306599129	0	0	0.080489017	0.02330472	0.007108519	0	0	1.30E-05	0	0
GTEX.1C64O.1226.SM.79OOC	0.026043997	0.387670524	0	0	0	0	0	0	0	0	0	0	0	0	0.206471321	0.019016336	0.000528295	0	0.015750084	0	0	0.000106444	0	0	0	0	0	0	0	0	0.024781021	0.230706737	0	0	0.064578777	0.02327969	0.000993198	0	0	7.36E-05	0	0
GTEX.1C6VR.0626.SM.79OOY	0.124316273	0.227702376	0	0	0	0	0	0	0	0	0	0	0	0	0.140940627	0.062956641	0	0	0.000572194	0	0.002763597	0	0	0	0	0	0	0	0	0	0	0.278829985	0	0.042920136	0.073135568	0.018208472	0.004119482	0	0	0.000163033	0.023371617	0
GTEX.1C6VS.1226.SM.79OO2	0.023802593	0.325255575	0	0	0	0	0	0	0.000194774	0	0	0	0	0	0.225940524	0	0	0	0	0	0.000990164	0.012439899	0	0	0	0.000553188	0	0	0	0	0.068455577	0.274854085	0	3.46E-05	0.038544909	0.025363829	0.002916495	0	0.000130801	0.000522977	0	0
GTEX.1C6WA.0726.SM.7IGQ5	0.010153378	0.076356933	0.017996727	0	0	0	0	0	0	0	0	0	0.052786575	0	0.248675063	0.08100744	0	0	0.000393151	0	0.005333492	0	0	0	0	0	0	0	0	0	0.026169787	0.306636232	0	0.079302788	0.018864549	0.028600308	0	0	0	0.002378114	0.045345462	0
GTEX.1CAMQ.1026.SM.7EPIC	0.023960375	0.230118291	0	0	0	0	0	0	0	0	0	0	0	0	0.106852806	0.292023009	0	0	0.000428324	0	0.004119023	0.002694117	0	0	0	0	0	0	0	0	0	0.210979119	0	0.057223725	0.01173897	0.034966606	0.002635931	0	0	4.89E-05	0.022210838	0
GTEX.1CAV2.0626.SM.7P8QE	0.015992828	0.160729492	0	0	0	0	0	0	0	0	0	0	0	0	0.152123458	0.222777546	0	0	0	0	0.004800925	0	0	0	0	0	0	0	0	0	0.00225269	0.29548405	0	0.016948847	0.054420665	0.020277113	0	0	0.000180056	0	0.05401233	0
GTEX.1CB4F.0926.SM.7DHMJ	0.117285028	0.10728509	0	0	0	0	0	0	0	0	0	0	0	0	0.254620614	0.090274902	0	0	0.00682902	0	0.000613643	0.01302562	0	0.000779708	0	0	0	0	0	0	0.01800573	0.304445825	0	0	0.064710956	0.022123865	0	0	0	0	0	0
GTEX.1CB4I.2126.SM.793AG	0.008219414	0.194962865	0	0	0	0	0	0	0	0	0	0	0	0.002238137	0.289115576	0.056088664	0	0	0.068822815	0	0.002333017	0.007425579	0	0.000351019	0	0	0	0	0	0	0.010168838	0.23119883	0	0.000222671	0.109862992	0.013679205	0.005291231	0	1.46E-06	1.77E-05	0	0
